Index,Country,Month,HarvestYear
1210,India,July,2018
1211,Thailand,June,2018
1212,Vietnam,January,2018
1213,India,January,2018
1214,Thailand,May,2018
1215,Vietnam,December,2018
1216,India,July,2018
1217,Thailand,June,2018
1218,Vietnam,January,2018
1219,India,January,2018
1220,Thailand,May,2018
1221,Vietnam,December,2018
1222,India,July,2018
1223,Thailand,June,2018
1224,Vietnam,January,2018
1225,India,January,2018
1226,Thailand,May,2018
1227,Vietnam,December,2018
1228,India,July,2018
1229,Thailand,June,2018
1230,Vietnam,January,2018
1231,India,January,2018
1232,Thailand,May,2018
1233,Vietnam,December,2018
1234,India,July,2018
1235,Thailand,June,2018
1236,Vietnam,January,2018
1237,India,January,2018
1238,Thailand,May,2018
1239,Vietnam,December,2018
1240,India,July,2018
1241,Thailand,June,2018
1242,Vietnam,January,2018
1243,India,January,2018
1244,Thailand,May,2018
1245,Vietnam,December,2018
1246,India,July,2018
1247,Thailand,June,2018
1248,Vietnam,January,2018
1249,Philippines,February,2018
1250,Phillippines,July,2018
1251,India,January,2018
1252,Thailand,May,2018
1253,Vietnam,December,2018
1254,India,July,2018
1255,Thailand,June,2018
1256,Vietnam,January,2018
1257,India,January,2018
1258,Thailand,May,2018
1259,Vietnam,December,2018
1260,India,July,2018
1261,Thailand,June,2018
1262,Vietnam,January,2018
1263,India,January,2018
1264,Thailand,May,2018
1265,Vietnam,December,2018
1266,India,July,2018
1267,Thailand,June,2018
1268,Vietnam,January,2018
1269,India,January,2018
1270,Thailand,May,2018
1271,Vietnam,December,2018
1272,India,July,2018
1273,Thailand,June,2018
1274,Vietnam,January,2018
1275,India,January,2018
1276,Thailand,May,2018
1277,Vietnam,December,2018
1278,India,July,2018
1279,Thailand,June,2018
1280,Vietnam,January,2018
1281,India,January,2018
1282,Thailand,May,2018
1283,Vietnam,December,2018
1284,India,July,2018
1285,Thailand,June,2018
1286,Vietnam,January,2018
1287,India,January,2018
1288,Thailand,May,2018
1289,Vietnam,December,2018
1290,India,July,2018
1291,Thailand,June,2018
1292,Vietnam,January,2018
1293,India,January,2018
1294,Thailand,May,2018
1295,Vietnam,December,2018
1296,India,July,2018
1297,Thailand,June,2018
1298,Vietnam,January,2018
1299,Philippines,February,2018
1300,Phillippines,July,2018
1301,India,January,2018
1302,Thailand,May,2018
1303,Vietnam,December,2018
1304,India,July,2018
1305,Thailand,June,2018
1306,Vietnam,January,2018
1307,India,January,2018
1308,Thailand,May,2018
1309,Vietnam,December,2018
1310,India,July,2018
1311,Thailand,June,2018
1312,Vietnam,January,2018
1313,India,January,2018
1314,Thailand,May,2018
1315,Vietnam,December,2018
1316,India,July,2018
1317,Thailand,June,2018
1318,Vietnam,January,2018
1319,India,January,2018
1320,Thailand,May,2018
1321,Vietnam,December,2018
1322,India,July,2018
1323,Thailand,June,2018
1324,Vietnam,January,2018
1325,India,January,2018
1326,Thailand,May,2018
1327,Vietnam,December,2018
1328,India,July,2018
1329,Thailand,June,2018
1330,Vietnam,January,2018
1331,India,January,2018
1332,Thailand,May,2018
1333,Vietnam,December,2018
1334,India,July,2018
1335,Thailand,June,2018
1336,Vietnam,January,2018
1337,India,January,2018
1338,Thailand,May,2018
1339,Vietnam,December,2018
1340,India,July,2018
1341,Thailand,June,2018
1342,Vietnam,January,2018
1343,India,January,2018
1344,Thailand,May,2018
1345,Vietnam,December,2018
1346,India,July,2018
1347,Thailand,June,2018
1348,Vietnam,January,2018
1349,Philippines,February,2018
1350,Phillippines,July,2018
1351,India,January,2018
1352,Thailand,May,2018
1353,Vietnam,December,2018
1354,India,July,2018
1355,Thailand,June,2018
1356,Vietnam,January,2018
1357,India,January,2018
1358,Thailand,May,2018
1359,Vietnam,December,2018
1360,India,July,2018
1361,Thailand,June,2018
1362,Vietnam,January,2018
1363,India,January,2018
1364,Thailand,May,2018
1365,Vietnam,December,2018
1366,India,July,2018
1367,Thailand,June,2018
1368,Vietnam,January,2018
1369,India,January,2018
1370,Thailand,May,2018
1371,Vietnam,December,2018
1372,India,July,2018
1373,Thailand,June,2018
1374,Vietnam,January,2018
1375,India,January,2018
1376,Thailand,May,2018
1377,Vietnam,December,2018
1378,India,July,2018
1379,Thailand,June,2018
1380,Vietnam,January,2018
1381,India,January,2018
1382,Thailand,May,2018
1383,Vietnam,December,2018
1384,India,July,2018
1385,Thailand,June,2018
1386,Vietnam,January,2018
1387,India,January,2018
1388,Thailand,May,2018
1389,Vietnam,December,2018
1390,India,July,2018
1391,Thailand,June,2018
1392,Vietnam,January,2018
1393,India,January,2018
1394,Thailand,May,2018
1395,Vietnam,December,2018
1396,India,July,2018
1397,Thailand,June,2018
1398,Vietnam,January,2018
1399,Philippines,February,2018
1400,Phillippines,July,2018
1401,India,January,2018
1402,Thailand,May,2018
1403,Vietnam,December,2018
1404,India,July,2018
1405,Thailand,June,2018
1406,Vietnam,January,2018
1407,India,January,2018
1408,Thailand,May,2018
1409,Vietnam,December,2018
1410,India,July,2018
1411,Thailand,June,2018
1412,Vietnam,January,2018
1413,India,January,2018
1414,Thailand,May,2018
1415,Vietnam,December,2018
1416,India,July,2018
1417,Thailand,June,2018
1418,Vietnam,January,2018
1419,India,January,2018
1420,Thailand,May,2018
1421,Vietnam,December,2018
1422,India,July,2018
1423,Thailand,June,2018
1424,Vietnam,January,2018
1425,India,January,2018
1426,Thailand,May,2018
1427,Vietnam,December,2018
1428,India,July,2018
1429,Thailand,June,2018
1430,Vietnam,January,2018
1431,India,January,2018
1432,Thailand,May,2018
1433,Vietnam,December,2018
1434,India,July,2018
1435,Thailand,June,2018
1436,Vietnam,January,2018
1437,India,January,2018
1438,Thailand,May,2018
1439,Vietnam,December,2018
1440,India,July,2018
1441,Thailand,June,2018
1442,Vietnam,January,2018
1443,India,January,2018
1444,Thailand,May,2018
1445,Vietnam,December,2018
1446,India,July,2018
1447,Thailand,June,2018
1448,Vietnam,January,2018
1449,Philippines,February,2018
1450,Phillippines,July,2018
1451,India,January,2018
1452,Thailand,May,2018
1453,Vietnam,December,2018
1454,India,July,2018
1455,Thailand,June,2018
1456,Vietnam,January,2018
1457,India,January,2018
1458,Thailand,May,2018
1459,Vietnam,December,2018
1460,India,July,2018
1461,Thailand,June,2018
1462,Vietnam,January,2018
1463,India,January,2018
1464,Thailand,May,2018
1465,Vietnam,December,2018
1466,India,July,2018
1467,Thailand,June,2018
1468,Vietnam,January,2018
1469,India,January,2018
1470,Thailand,May,2018
1471,Vietnam,December,2018
1472,India,July,2018
1473,Thailand,June,2018
1474,Vietnam,January,2018
1475,India,January,2018
1476,Thailand,May,2018
1477,Vietnam,December,2018
1478,India,July,2018
1479,Thailand,June,2018
1480,Vietnam,January,2018
1481,India,January,2018
1482,Thailand,May,2018
1483,Vietnam,December,2018
1484,India,July,2018
1485,Thailand,June,2018
1486,Vietnam,January,2018
1487,India,January,2018
1488,Thailand,May,2018
1489,Vietnam,December,2018
1490,India,July,2018
1491,Thailand,June,2018
1492,Vietnam,January,2018
1493,India,January,2018
1494,Thailand,May,2018
1495,Vietnam,December,2018
1496,India,July,2018
1497,Thailand,June,2018
1498,Vietnam,January,2018
1499,Philippines,February,2018
1500,Phillippines,July,2018
1501,India,January,2018
1502,Thailand,May,2018
1503,Vietnam,December,2018
1504,India,July,2018
1505,Thailand,June,2018
1506,Vietnam,January,2018
1507,India,January,2018
1508,Thailand,May,2018
1509,Vietnam,December,2018
1510,India,July,2018
1511,Thailand,June,2018
1512,Vietnam,January,2018
1513,India,January,2018
1514,Thailand,May,2018
1515,Vietnam,December,2018
1516,India,July,2018
1517,Thailand,June,2018
1518,Vietnam,January,2018
1519,India,January,2018
1520,Thailand,May,2018
1521,Vietnam,December,2018
1522,India,July,2018
1523,Thailand,June,2018
1524,Vietnam,January,2018
1525,India,January,2018
1526,Thailand,May,2018
1527,Vietnam,December,2018
1528,India,July,2018
1529,Thailand,June,2018
1530,Vietnam,January,2018
1531,India,January,2018
1532,Thailand,May,2018
1533,Vietnam,December,2018
1534,India,July,2018
1535,Thailand,June,2018
1536,Vietnam,January,2018
1537,India,January,2018
1538,Thailand,May,2018
1539,Vietnam,December,2018
1540,India,July,2018
1541,Thailand,June,2018
1542,Vietnam,January,2018
1543,India,January,2018
1544,Thailand,May,2018
1545,Vietnam,December,2018
1546,India,July,2018
1547,Thailand,June,2018
1548,Vietnam,January,2018
1549,Philippines,February,2018
1550,Phillippines,July,2018
1551,India,January,2018
1552,Thailand,May,2018
1553,Vietnam,December,2018
1554,India,July,2018
1555,Thailand,June,2018
1556,Vietnam,January,2018
1557,India,January,2018
1558,Thailand,May,2018
1559,Vietnam,December,2018
1560,India,July,2018
1561,Thailand,June,2018
1562,Vietnam,January,2018
1563,India,January,2018
1564,Thailand,May,2018
1565,Vietnam,December,2018
1566,India,July,2018
1567,Thailand,June,2018
1568,Vietnam,January,2018
1569,India,January,2018
1570,Thailand,May,2018
1571,Vietnam,December,2018
1572,India,July,2018
1573,Thailand,June,2018
1574,Vietnam,January,2018
1575,India,January,2018
1576,Thailand,May,2018
1577,Vietnam,December,2018
1578,India,July,2018
1579,Thailand,June,2018
1580,Vietnam,January,2018
1581,India,January,2018
1582,Thailand,May,2018
1583,Vietnam,December,2018
1584,India,July,2018
1585,Thailand,June,2018
1586,Vietnam,January,2018
1587,India,January,2018
1588,Thailand,May,2018
1589,Vietnam,December,2018
1590,India,July,2018
1591,Thailand,June,2018
1592,Vietnam,January,2018
1593,India,January,2018
1594,Thailand,May,2018
1595,Vietnam,December,2018
1596,India,July,2018
1597,Thailand,June,2018
1598,Vietnam,January,2018
1599,Philippines,February,2018
1600,Phillippines,July,2018
1601,India,January,2018
1602,Thailand,May,2018
1603,Vietnam,December,2018
1604,India,July,2018
1605,Thailand,June,2018
1606,Vietnam,January,2018
1607,India,January,2018
1608,Thailand,May,2018
1609,Vietnam,December,2018
1610,India,July,2018
1611,Thailand,June,2018
1612,Vietnam,January,2018
1613,India,January,2018
1614,Thailand,May,2018
1615,Vietnam,December,2018
1616,India,July,2018
1617,Thailand,June,2018
1618,Vietnam,January,2018
1619,India,January,2018
1620,Thailand,May,2018
1621,Vietnam,December,2018
1622,India,July,2018
1623,Thailand,June,2018
1624,Vietnam,January,2018
1625,India,January,2018
1626,Thailand,May,2018
1627,Vietnam,December,2018
1628,India,July,2018
1629,Thailand,June,2018
1630,Vietnam,January,2018
1631,India,January,2018
1632,Thailand,May,2018
1633,Vietnam,December,2018
1634,India,July,2018
1635,Thailand,June,2018
1636,Vietnam,January,2018
1637,India,January,2018
1638,Thailand,May,2018
1639,Vietnam,December,2018
1640,India,July,2018
1641,Thailand,June,2018
1642,Vietnam,January,2018
1643,India,January,2018
1644,Thailand,May,2018
1645,Vietnam,December,2018
1646,India,July,2018
1647,Thailand,June,2018
1648,Vietnam,January,2018
1649,Philippines,February,2018
1650,Phillippines,July,2018
1651,India,January,2018
1652,Thailand,May,2018
1653,Vietnam,December,2018
1654,India,July,2018
1655,Thailand,June,2018
1656,Vietnam,January,2018
1657,India,January,2018
1658,Thailand,May,2018
1659,Vietnam,December,2018
1660,India,July,2018
1661,Thailand,June,2018
1662,Vietnam,January,2018
1663,India,January,2018
1664,Thailand,May,2018
1665,Vietnam,December,2018
1666,India,July,2018
1667,Thailand,June,2018
1668,Vietnam,January,2018
1669,India,January,2018
1670,Thailand,May,2018
1671,Vietnam,December,2018
1672,India,July,2018
1673,Thailand,June,2018
1674,Vietnam,January,2018
1675,India,January,2018
1676,Thailand,May,2018
1677,Vietnam,December,2018
1678,India,July,2018
1679,Thailand,June,2018
1680,Vietnam,January,2018
1681,India,January,2018
1682,Thailand,May,2018
1683,Vietnam,December,2018
1684,India,July,2018
1685,Thailand,June,2018
1686,Vietnam,January,2018
1687,India,January,2018
1688,Thailand,May,2018
1689,Vietnam,December,2018
1690,India,July,2018
1691,Thailand,June,2018
1692,Vietnam,January,2018
1693,India,January,2018
1694,Thailand,May,2018
1695,Vietnam,December,2018
1696,India,July,2018
1697,Thailand,June,2018
1698,Vietnam,January,2018
1699,Philippines,February,2018
1700,Phillippines,July,2018
1701,India,January,2018
1702,Thailand,May,2018
1703,Vietnam,December,2018
1704,India,July,2018
1705,Thailand,June,2018
1706,Vietnam,January,2018
1707,India,January,2018
1708,Thailand,May,2018
1709,Vietnam,December,2018
1710,India,July,2018
1711,Thailand,June,2018
1712,Vietnam,January,2018
1713,India,January,2018
1714,Thailand,May,2018
1715,Vietnam,December,2018
1716,India,July,2018
1717,Thailand,June,2018
1718,Vietnam,January,2018
1719,India,January,2018
1720,Thailand,May,2018
1721,Vietnam,December,2018
1722,India,July,2018
1723,Thailand,June,2018
1724,Vietnam,January,2018
1725,India,January,2018
1726,Thailand,May,2018
1727,Vietnam,December,2018
1728,India,July,2018
1729,Thailand,June,2018
1730,Vietnam,January,2018
1731,India,January,2018
1732,Thailand,May,2018
1733,Vietnam,December,2018
1734,India,July,2018
1735,Thailand,June,2018
1736,Vietnam,January,2018
1737,India,January,2018
1738,Thailand,May,2018
1739,Vietnam,December,2018
1740,India,July,2018
1741,Thailand,June,2018
1742,Vietnam,January,2018
1743,India,January,2018
1744,Thailand,May,2018
1745,Vietnam,December,2018
1746,India,July,2018
1747,Thailand,June,2018
1748,Vietnam,January,2018
1749,Philippines,February,2018
1750,Phillippines,July,2018
1751,India,January,2018
1752,Thailand,May,2018
1753,Vietnam,December,2018
1754,India,July,2018
1755,Thailand,June,2018
1756,Vietnam,January,2018
1757,India,January,2018
1758,Thailand,May,2018
1759,Vietnam,December,2018
1760,India,July,2018
1761,Thailand,June,2018
1762,Vietnam,January,2018
1763,India,January,2018
1764,Thailand,May,2018
1765,Vietnam,December,2018
1766,India,July,2018
1767,Thailand,June,2018
1768,Vietnam,January,2018
1769,India,January,2018
1770,Thailand,May,2018
1771,Vietnam,December,2018
1772,India,July,2018
1773,Thailand,June,2018
1774,Vietnam,January,2018
1775,India,January,2018
1776,Thailand,May,2018
1777,Vietnam,December,2018
1778,India,July,2018
1779,Thailand,June,2018
1780,Vietnam,January,2018
1781,India,January,2018
1782,Thailand,May,2018
1783,Vietnam,December,2018
1784,India,July,2018
1785,Thailand,June,2018
1786,Vietnam,January,2018
1787,India,January,2018
1788,Thailand,May,2018
1789,Vietnam,December,2018
1790,India,July,2018
1791,Thailand,June,2018
1792,Vietnam,January,2018
1793,India,January,2018
1794,Thailand,May,2018
1795,Vietnam,December,2018
1796,India,July,2018
1797,Thailand,June,2018
1798,Vietnam,January,2018
1799,Philippines,February,2018
1800,Phillippines,July,2018
1801,India,January,2018
1802,Thailand,May,2018
1803,Vietnam,December,2018
1804,India,July,2018
1805,Thailand,June,2018
1806,Vietnam,January,2018
1807,India,January,2018
1808,Thailand,May,2018
1809,Vietnam,December,2018
1810,India,July,2018
1811,Thailand,June,2018
1812,Vietnam,January,2018
1813,India,January,2018
1814,Thailand,May,2018
1815,Vietnam,December,2018
1816,India,July,2018
